code_commune_INSEE,nom_commune_postal,code_postal,libelle_acheminement,ligne_5,latitude,longitude,code_commune,article,nom_commune,nom_commune_complet,code_departement,nom_departement,code_region,nom_region
31186,FONBEAUZARD,31140,FONBEAUZARD,,43.6798211278,1.43492132755,186,,Fonbeauzard,Fonbeauzard,31,Haute-Garonne,76,Occitanie
31187,FONSORBES,31470,FONSORBES,,43.5317695743,1.23863670585,187,,Fonsorbes,Fonsorbes,31,Haute-Garonne,76,Occitanie
31188,FONTENILLES,31470,FONTENILLES,,43.5554168376,1.19738282576,188,,Fontenilles,Fontenilles,31,Haute-Garonne,76,Occitanie
31189,FORGUES,31370,FORGUES,,43.4311541464,1.04326431364,189,,Forgues,Forgues,31,Haute-Garonne,76,Occitanie
31190,FOS,31440,FOS,,42.8605439221,0.747535403685,190,,Fos,Fos,31,Haute-Garonne,76,Occitanie
31191,FOUGARON,31160,FOUGARON,,42.9816089588,0.935465370602,191,,Fougaron,Fougaron,31,Haute-Garonne,76,Occitanie
31192,FOURQUEVAUX,31450,FOURQUEVAUX,,43.498117622,1.62175051569,192,,Fourquevaux,Fourquevaux,31,Haute-Garonne,76,Occitanie
31193,LE FOUSSERET,31430,LE FOUSSERET,,43.2863317906,1.06495178565,193,Le,Fousseret,Le Fousseret,31,Haute-Garonne,76,Occitanie
31194,FRANCARVILLE,31460,FRANCARVILLE,,43.5867124964,1.74796127213,194,,Francarville,Francarville,31,Haute-Garonne,76,Occitanie
31195,FRANCAZAL,31260,FRANCAZAL,,43.008007201,0.99694808241,195,,Francazal,Francazal,31,Haute-Garonne,76,Occitanie
31196,FRANCON,31420,FRANCON,,43.26180406,0.988074142918,196,,Francon,Francon,31,Haute-Garonne,76,Occitanie
31197,FRANQUEVIELLE,31210,FRANQUEVIELLE,,43.1310604911,0.534188956985,197,,Franquevielle,Franquevielle,31,Haute-Garonne,76,Occitanie
31198,LE FRECHET,31360,LE FRECHET,,43.1898575519,0.931806959516,198,Le,Fréchet,Le Fréchet,31,Haute-Garonne,76,Occitanie
31199,FRONSAC,31440,FRONSAC,,42.9540641644,0.662252596199,199,,Fronsac,Fronsac,31,Haute-Garonne,76,Occitanie
31200,FRONTIGNAN DE COMMINGES,31510,FRONTIGNAN DE COMMINGES,,42.9631400152,0.665864279596,200,,Frontignan-de-Comminges,Frontignan-de-Comminges,31,Haute-Garonne,76,Occitanie
31201,FRONTIGNAN SAVES,31230,FRONTIGNAN SAVES,,43.3992758372,0.912650779846,201,,Frontignan-Savès,Frontignan-Savès,31,Haute-Garonne,76,Occitanie
31202,FRONTON,31620,FRONTON,,43.8517933672,1.37926505581,202,,Fronton,Fronton,31,Haute-Garonne,76,Occitanie
31203,FROUZINS,31270,FROUZINS,,43.5213246491,1.31308144472,203,,Frouzins,Frouzins,31,Haute-Garonne,76,Occitanie
31204,FUSTIGNAC,31430,FUSTIGNAC,,43.3012693197,0.983864621699,204,,Fustignac,Fustignac,31,Haute-Garonne,76,Occitanie
31205,GAGNAC SUR GARONNE,31150,GAGNAC SUR GARONNE,,43.7075932093,1.36359468155,205,,Gagnac-sur-Garonne,Gagnac-sur-Garonne,31,Haute-Garonne,76,Occitanie
31206,GAILLAC TOULZA,31550,GAILLAC TOULZA,,43.2567352836,1.45627950177,206,,Gaillac-Toulza,Gaillac-Toulza,31,Haute-Garonne,76,Occitanie
31207,GALIE,31510,GALIE,,42.9928750426,0.633738295094,207,,Galié,Galié,31,Haute-Garonne,76,Occitanie
31208,GANTIES,31160,GANTIES,,43.0640234495,0.836948319209,208,,Ganties,Ganties,31,Haute-Garonne,76,Occitanie
31209,GARAC,31480,GARAC,,43.6892862656,1.09168485036,209,,Garac,Garac,31,Haute-Garonne,76,Occitanie
31210,GARDOUCH,31290,GARDOUCH,,43.3848367131,1.67826808704,210,,Gardouch,Gardouch,31,Haute-Garonne,76,Occitanie
31211,GARGAS,31620,GARGAS,,43.7592156641,1.45920963091,211,,Gargas,Gargas,31,Haute-Garonne,76,Occitanie
31212,GARIDECH,31380,GARIDECH,,43.7133738852,1.55161276907,212,,Garidech,Garidech,31,Haute-Garonne,76,Occitanie
31213,GARIN,31110,GARIN,,42.807334211,0.497947731737,213,,Garin,Garin,31,Haute-Garonne,76,Occitanie
31215,GAURE,31590,GAURE,,43.6176900589,1.63698361771,215,,Gauré,Gauré,31,Haute-Garonne,76,Occitanie
31216,GEMIL,31380,GEMIL,,43.7390147281,1.59616914343,216,,Gémil,Gémil,31,Haute-Garonne,76,Occitanie
31217,GENOS,31510,GENOS,,42.9989362033,0.668863538548,217,,Génos,Génos,31,Haute-Garonne,76,Occitanie
31218,GENSAC DE BOULOGNE,31350,GENSAC DE BOULOGNE,,43.2589572773,0.603577328953,218,,Gensac-de-Boulogne,Gensac-de-Boulogne,31,Haute-Garonne,76,Occitanie
31219,GENSAC SUR GARONNE,31310,GENSAC SUR GARONNE,,43.2158175137,1.14295187522,219,,Gensac-sur-Garonne,Gensac-sur-Garonne,31,Haute-Garonne,76,Occitanie
31220,GIBEL,31560,GIBEL,,43.3026504146,1.67636064192,220,,Gibel,Gibel,31,Haute-Garonne,76,Occitanie
31221,GOUAUX DE LARBOUST,31110,GOUAUX DE LARBOUST,,42.7805722795,0.477306280003,221,,Gouaux-de-Larboust,Gouaux-de-Larboust,31,Haute-Garonne,76,Occitanie
31222,GOUAUX DE LUCHON,31110,GOUAUX DE LUCHON,,42.8507243735,0.641852997269,222,,Gouaux-de-Luchon,Gouaux-de-Luchon,31,Haute-Garonne,76,Occitanie
31223,GOUDEX,31230,GOUDEX,,43.379000165,0.956722532352,223,,Goudex,Goudex,31,Haute-Garonne,76,Occitanie
31224,GOURDAN POLIGNAN,31210,GOURDAN POLIGNAN,,43.0693789495,0.575641802967,224,,Gourdan-Polignan,Gourdan-Polignan,31,Haute-Garonne,76,Occitanie
31225,GOUTEVERNISSE,31310,GOUTEVERNISSE,,43.2140263014,1.17376592029,225,,Goutevernisse,Goutevernisse,31,Haute-Garonne,76,Occitanie
31226,GOUZENS,31310,GOUZENS,,43.1791349745,1.18187382693,226,,Gouzens,Gouzens,31,Haute-Garonne,76,Occitanie
31227,GOYRANS,31120,GOYRANS,,43.4816353803,1.42653323258,227,,Goyrans,Goyrans,31,Haute-Garonne,76,Occitanie
31228,GRAGNAGUE,31380,GRAGNAGUE,,43.6830952674,1.58238144646,228,,Gragnague,Gragnague,31,Haute-Garonne,76,Occitanie
31229,GRATENS,31430,GRATENS,,43.3258752014,1.12264895542,229,,Gratens,Gratens,31,Haute-Garonne,76,Occitanie
31230,GRATENTOUR,31150,GRATENTOUR,,43.7204638549,1.43434867607,230,,Gratentour,Gratentour,31,Haute-Garonne,76,Occitanie
31231,GRAZAC,31190,GRAZAC,,43.3114150359,1.44878574515,231,,Grazac,Grazac,31,Haute-Garonne,76,Occitanie
31232,GRENADE,31330,GRENADE,,43.7640507757,1.28038974975,232,,Grenade,Grenade,31,Haute-Garonne,76,Occitanie
31233,GREPIAC,31190,GREPIAC,,43.4078546478,1.45277463176,233,,Grépiac,Grépiac,31,Haute-Garonne,76,Occitanie
31234,LE GRES,31480,LE GRES,,43.718877124,1.0998867054,234,Le,Grès,Le Grès,31,Haute-Garonne,76,Occitanie
31235,GURAN,31440,GURAN,,42.8861684706,0.607040581049,235,,Guran,Guran,31,Haute-Garonne,76,Occitanie
31236,HERRAN,31160,HERRAN,,42.9719649863,0.885660776588,236,,Herran,Herran,31,Haute-Garonne,76,Occitanie
31237,HIS,31260,HIS,,43.0649908424,0.965815037259,237,,His,His,31,Haute-Garonne,76,Occitanie
31238,HUOS,31210,HUOS,,43.0693636592,0.6001814706,238,,Huos,Huos,31,Haute-Garonne,76,Occitanie
31239,L ISLE EN DODON,31230,L ISLE EN DODON,,43.3811500613,0.83387534106,239,L',Isle-en-Dodon,L'Isle-en-Dodon,31,Haute-Garonne,76,Occitanie
31240,ISSUS,31450,ISSUS,,43.422775887,1.50277699611,240,,Issus,Issus,31,Haute-Garonne,76,Occitanie
31241,IZAUT DE L HOTEL,31160,IZAUT DE L HOTEL,,43.0131099513,0.749757075075,241,,Izaut-de-l'Hôtel,Izaut-de-l'Hôtel,31,Haute-Garonne,76,Occitanie
31242,JURVIELLE,31110,JURVIELLE,,42.8293252731,0.475016792399,242,,Jurvielle,Jurvielle,31,Haute-Garonne,76,Occitanie
31243,JUZES,31540,JUZES,,43.4471276111,1.79347652101,243,,Juzes,Juzes,31,Haute-Garonne,76,Occitanie
31244,JUZET DE LUCHON,31110,JUZET DE LUCHON,,42.8030856588,0.629941748011,244,,Juzet-de-Luchon,Juzet-de-Luchon,31,Haute-Garonne,76,Occitanie
31245,JUZET D IZAUT,31160,JUZET D IZAUT,,42.9699962027,0.757388801207,245,,Juzet-d'Izaut,Juzet-d'Izaut,31,Haute-Garonne,76,Occitanie
31246,LABARTHE INARD,31800,LABARTHE INARD,,43.1078272135,0.832464946547,246,,Labarthe-Inard,Labarthe-Inard,31,Haute-Garonne,76,Occitanie
31247,LABARTHE RIVIERE,31800,LABARTHE RIVIERE,,43.0809091883,0.671429953556,247,,Labarthe-Rivière,Labarthe-Rivière,31,Haute-Garonne,76,Occitanie
31248,LABARTHE SUR LEZE,31860,LABARTHE SUR LEZE,,43.4585461585,1.40082976957,248,,Labarthe-sur-Lèze,Labarthe-sur-Lèze,31,Haute-Garonne,76,Occitanie
31249,LABASTIDE BEAUVOIR,31450,LABASTIDE BEAUVOIR,,43.4833061095,1.66361154425,249,,Labastide-Beauvoir,Labastide-Beauvoir,31,Haute-Garonne,76,Occitanie
31250,LABASTIDE CLERMONT,31370,LABASTIDE CLERMONT,,43.3495275482,1.10615893654,250,,Labastide-Clermont,Labastide-Clermont,31,Haute-Garonne,76,Occitanie
31251,LABASTIDE PAUMES,31230,LABASTIDE PAUMES,,43.3331852393,0.935633531928,251,,Labastide-Paumès,Labastide-Paumès,31,Haute-Garonne,76,Occitanie
31252,LABASTIDE ST SERNIN,31620,LABASTIDE ST SERNIN,,43.7357715003,1.4659716657,252,,Labastide-Saint-Sernin,Labastide-Saint-Sernin,31,Haute-Garonne,76,Occitanie
31253,LABASTIDETTE,31600,LABASTIDETTE,,43.4572488277,1.23711538242,253,,Labastidette,Labastidette,31,Haute-Garonne,76,Occitanie
31254,LABEGE,31670,LABEGE,,43.539137717,1.5206207109,254,,Labège,Labège,31,Haute-Garonne,76,Occitanie
31255,LABROQUERE,31510,LABROQUERE,,43.0422164523,0.591584694208,255,,Labroquère,Labroquère,31,Haute-Garonne,76,Occitanie
31256,LABRUYERE DORSA,31190,LABRUYERE DORSA,,43.4049029199,1.47157960767,256,,Labruyère-Dorsa,Labruyère-Dorsa,31,Haute-Garonne,76,Occitanie
31258,LACAUGNE,31390,LACAUGNE,,43.2812784348,1.28249585607,258,,Lacaugne,Lacaugne,31,Haute-Garonne,76,Occitanie
31259,LACROIX FALGARDE,31120,LACROIX FALGARDE,,43.5008164665,1.42391034404,259,,Lacroix-Falgarde,Lacroix-Falgarde,31,Haute-Garonne,76,Occitanie
31260,LAFFITE TOUPIERE,31360,LAFFITE TOUPIERE,,43.1654323189,0.913233525531,260,,Laffite-Toupière,Laffite-Toupière,31,Haute-Garonne,76,Occitanie
31261,LAFITTE VIGORDANE,31390,LAFITTE VIGORDANE,,43.3031701623,1.1622399774,261,,Lafitte-Vigordane,Lafitte-Vigordane,31,Haute-Garonne,76,Occitanie
31262,LAGARDE,31290,LAGARDE,,43.3452720322,1.69665313255,262,,Lagarde,Lagarde,31,Haute-Garonne,76,Occitanie
31263,LAGARDELLE SUR LEZE,31870,LAGARDELLE SUR LEZE,,43.4146075746,1.39259285705,263,,Lagardelle-sur-Lèze,Lagardelle-sur-Lèze,31,Haute-Garonne,76,Occitanie
31264,LAGRACE DIEU,31190,LAGRACE DIEU,,43.3373994555,1.40523002745,264,,Lagrâce-Dieu,Lagrâce-Dieu,31,Haute-Garonne,76,Occitanie
31265,LAGRAULET ST NICOLAS,31480,LAGRAULET ST NICOLAS,,43.788801434,1.07315140628,265,,Lagraulet-Saint-Nicolas,Lagraulet-Saint-Nicolas,31,Haute-Garonne,76,Occitanie
31266,LAHAGE,31370,LAHAGE,,43.4402741195,1.06577822679,266,,Lahage,Lahage,31,Haute-Garonne,76,Occitanie
31267,LAHITERE,31310,LAHITERE,,43.1417576866,1.18566582893,267,,Lahitère,Lahitère,31,Haute-Garonne,76,Occitanie
31268,LALOURET LAFFITEAU,31800,LALOURET LAFFITEAU,,43.1867504971,0.700251649847,268,,Lalouret-Laffiteau,Lalouret-Laffiteau,31,Haute-Garonne,76,Occitanie
31269,LAMASQUERE,31600,LAMASQUERE,,43.4845365161,1.24833943627,269,,Lamasquère,Lamasquère,31,Haute-Garonne,76,Occitanie
31270,LANDORTHE,31800,LANDORTHE,,43.1295155523,0.777804003503,270,,Landorthe,Landorthe,31,Haute-Garonne,76,Occitanie
31271,LANTA,31570,LANTA,,43.561512681,1.66802980553,271,,Lanta,Lanta,31,Haute-Garonne,76,Occitanie
31272,LAPEYRERE,31310,LAPEYRERE,,43.2048767713,1.3113589407,272,,Lapeyrère,Lapeyrère,31,Haute-Garonne,76,Occitanie
31273,LAPEYROUSE FOSSAT,31180,LAPEYROUSE FOSSAT,,43.70162146,1.5103595038,273,,Lapeyrouse-Fossat,Lapeyrouse-Fossat,31,Haute-Garonne,76,Occitanie
31274,LARCAN,31800,LARCAN,,43.1712212106,0.721733118542,274,,Larcan,Larcan,31,Haute-Garonne,76,Occitanie
31275,LAREOLE,31480,LAREOLE,,43.7417793374,1.02424859431,275,,Laréole,Laréole,31,Haute-Garonne,76,Occitanie
31276,LARROQUE,31580,LARROQUE,,43.1954638712,0.613620624172,276,,Larroque,Larroque,31,Haute-Garonne,76,Occitanie
31277,LASSERRE,31530,LASSERRE,,43.6358181095,1.19125199564,277,,Lasserre-Pradère,Lasserre-Pradère,31,Haute-Garonne,76,Occitanie
31278,LATOUE,31800,LATOUE,,43.1721599095,0.782166730616,278,,Latoue,Latoue,31,Haute-Garonne,76,Occitanie
31279,LATOUR,31310,LATOUR,,43.2018753864,1.2819924767,279,,Latour,Latour,31,Haute-Garonne,76,Occitanie
31280,LATRAPE,31310,LATRAPE,,43.2493492757,1.2909801197,280,,Latrape,Latrape,31,Haute-Garonne,76,Occitanie
31281,LAUNAC,31330,LAUNAC,,43.7503565656,1.17070596349,281,,Launac,Launac,31,Haute-Garonne,76,Occitanie
31282,LAUNAGUET,31140,LAUNAGUET,,43.6700766081,1.45516003737,282,,Launaguet,Launaguet,31,Haute-Garonne,76,Occitanie
31283,LAUTIGNAC,31370,LAUTIGNAC,,43.3790098177,1.06344919114,283,,Lautignac,Lautignac,31,Haute-Garonne,76,Occitanie
31284,LAUZERVILLE,31650,LAUZERVILLE,,43.5583468414,1.56690064606,284,,Lauzerville,Lauzerville,31,Haute-Garonne,76,Occitanie
31285,LAVALETTE,31590,LAVALETTE,,43.6393734438,1.59168661555,285,,Lavalette,Lavalette,31,Haute-Garonne,76,Occitanie
31286,LAVELANET DE COMMINGES,31220,LAVELANET DE COMMINGES,,43.2526939851,1.11470722168,286,,Lavelanet-de-Comminges,Lavelanet-de-Comminges,31,Haute-Garonne,76,Occitanie
31287,LAVERNOSE LACASSE,31410,LAVERNOSE LACASSE,,43.3913118725,1.24635316993,287,,Lavernose-Lacasse,Lavernose-Lacasse,31,Haute-Garonne,76,Occitanie
31288,LAYRAC SUR TARN,31340,LAYRAC SUR TARN,,43.8338907069,1.56284949072,288,,Layrac-sur-Tarn,Layrac-sur-Tarn,31,Haute-Garonne,76,Occitanie
31289,LECUSSAN,31580,LECUSSAN,,43.1552864516,0.49261323078,289,,Lécussan,Lécussan,31,Haute-Garonne,76,Occitanie
31290,LEGE,31440,LEGE,,42.8790994163,0.599847832302,290,,Lège,Lège,31,Haute-Garonne,76,Occitanie
31291,LEGUEVIN,31490,LEGUEVIN,,43.5919597795,1.2290264629,291,,Léguevin,Léguevin,31,Haute-Garonne,76,Occitanie
31292,LESCUNS,31220,LESCUNS,,43.2452668117,1.00463618554,292,,Lescuns,Lescuns,31,Haute-Garonne,76,Occitanie
31293,LESPINASSE,31150,LESPINASSE,,43.7158013757,1.38334888533,293,,Lespinasse,Lespinasse,31,Haute-Garonne,76,Occitanie
31294,LESPITEAU,31160,LESPITEAU,,43.0657396752,0.762308688736,294,,Lespiteau,Lespiteau,31,Haute-Garonne,76,Occitanie
31295,LESPUGUE,31350,LESPUGUE,,43.229615539,0.666919835845,295,,Lespugue,Lespugue,31,Haute-Garonne,76,Occitanie
31296,LESTELLE DE ST MARTORY,31360,LESTELLE DE ST MARTORY,,43.1187447773,0.902129686925,296,,Lestelle-de-Saint-Martory,Lestelle-de-Saint-Martory,31,Haute-Garonne,76,Occitanie
31297,LEVIGNAC,31530,LEVIGNAC,,43.6593918197,1.20389227339,297,,Lévignac,Lévignac,31,Haute-Garonne,76,Occitanie
31298,LEZ,31440,LEZ,,42.9086596697,0.705931265047,298,,Lez,Lez,31,Haute-Garonne,76,Occitanie
31299,LHERM,31600,LHERM,,43.4293377218,1.22334236594,299,,Lherm,Lherm,31,Haute-Garonne,76,Occitanie
31300,LIEOUX,31800,LIEOUX,,43.1495836513,0.773537344918,300,,Lieoux,Lieoux,31,Haute-Garonne,76,Occitanie
31301,LILHAC,31230,LILHAC,,43.2848643262,0.809582811778,301,,Lilhac,Lilhac,31,Haute-Garonne,76,Occitanie
31302,LODES,31800,LODES,,43.1663358604,0.657578380319,302,,Lodes,Lodes,31,Haute-Garonne,76,Occitanie
31303,LONGAGES,31410,LONGAGES,,43.3574229585,1.21425495972,303,,Longages,Longages,31,Haute-Garonne,76,Occitanie
31304,LOUBENS LAURAGAIS,31460,LOUBENS LAURAGAIS,,43.5744476065,1.78338318229,304,,Loubens-Lauragais,Loubens-Lauragais,31,Haute-Garonne,76,Occitanie
31305,LOUDET,31580,LOUDET,,43.1399868523,0.576361768273,305,,Loudet,Loudet,31,Haute-Garonne,76,Occitanie
31306,LOURDE,31510,LOURDE,,42.9847180635,0.658660755853,306,,Lourde,Lourde,31,Haute-Garonne,76,Occitanie
31307,LUNAX,31350,LUNAX,,43.3389641472,0.694211746451,307,,Lunax,Lunax,31,Haute-Garonne,76,Occitanie
31308,LUSCAN,31510,LUSCAN,,43.0133226155,0.626944464988,308,,Luscan,Luscan,31,Haute-Garonne,76,Occitanie
31309,LUSSAN ADEILHAC,31430,LUSSAN ADEILHAC,,43.2961912719,0.951967921196,309,,Lussan-Adeilhac,Lussan-Adeilhac,31,Haute-Garonne,76,Occitanie
31310,LUX,31290,LUX,,43.4310851091,1.78134765321,310,,Lux,Lux,31,Haute-Garonne,76,Occitanie
31311,LA MAGDELAINE SUR TARN,31340,LA MAGDELAINE SUR TARN,,43.8136980944,1.5350363614,311,La,Magdelaine-sur-Tarn,La Magdelaine-sur-Tarn,31,Haute-Garonne,76,Occitanie
31312,MAILHOLAS,31310,MAILHOLAS,,43.2454899283,1.25132543337,312,,Mailholas,Mailholas,31,Haute-Garonne,76,Occitanie
31313,MALVEZIE,31510,MALVEZIE,,43.0069388711,0.700137350744,313,,Malvezie,Malvezie,31,Haute-Garonne,76,Occitanie
31314,MANCIOUX,31360,MANCIOUX,,43.1668578934,0.941756954338,314,,Mancioux,Mancioux,31,Haute-Garonne,76,Occitanie
31315,MANE,31260,MANE,,43.080178576,0.9447955326,315,,Mane,Mane,31,Haute-Garonne,76,Occitanie
31316,MARIGNAC,31440,MARIGNAC,,42.8948589478,0.666041142898,316,,Marignac,Marignac,31,Haute-Garonne,76,Occitanie
31317,MARIGNAC LASCLARES,31430,MARIGNAC LASCLARES,,43.3049878647,1.10662037582,317,,Marignac-Lasclares,Marignac-Lasclares,31,Haute-Garonne,76,Occitanie
31318,MARIGNAC LASPEYRES,31220,MARIGNAC LASPEYRES,,43.2127779264,0.961748306481,318,,Marignac-Laspeyres,Marignac-Laspeyres,31,Haute-Garonne,76,Occitanie
31319,MARLIAC,31550,MARLIAC,,43.2236919388,1.47249380734,319,,Marliac,Marliac,31,Haute-Garonne,76,Occitanie
31320,MARQUEFAVE,31390,MARQUEFAVE,,43.3095545931,1.25946317951,320,,Marquefave,Marquefave,31,Haute-Garonne,76,Occitanie
31321,MARSOULAS,31260,MARSOULAS,,43.1065481361,0.993468900589,321,,Marsoulas,Marsoulas,31,Haute-Garonne,76,Occitanie
31322,MARTISSERRE,31230,MARTISSERRE,,43.3947730316,0.885338719938,322,,Martisserre,Martisserre,31,Haute-Garonne,76,Occitanie
31323,MARTRES DE RIVIERE,31210,MARTRES DE RIVIERE,,43.0829629746,0.64483561143,323,,Martres-de-Rivière,Martres-de-Rivière,31,Haute-Garonne,76,Occitanie
31324,MARTRES TOLOSANE,31220,MARTRES TOLOSANE,,43.2020024621,1.00117227256,324,,Martres-Tolosane,Martres-Tolosane,31,Haute-Garonne,76,Occitanie
31325,MASCARVILLE,31460,MASCARVILLE,,43.5587512833,1.75383087377,325,,Mascarville,Mascarville,31,Haute-Garonne,76,Occitanie
31326,MASSABRAC,31310,MASSABRAC,,43.2218312967,1.36710649569,326,,Massabrac,Massabrac,31,Haute-Garonne,76,Occitanie
31327,MAURAN,31220,MAURAN,,43.1846795745,1.02272813927,327,,Mauran,Mauran,31,Haute-Garonne,76,Occitanie
31328,MAUREMONT,31290,MAUREMONT,,43.4559384154,1.68152366041,328,,Mauremont,Mauremont,31,Haute-Garonne,76,Occitanie
31329,MAURENS,31540,MAURENS,,43.466341669,1.79779573538,329,,Maurens,Maurens,31,Haute-Garonne,76,Occitanie
31330,MAURESSAC,31190,MAURESSAC,,43.3212250025,1.43428309398,330,,Mauressac,Mauressac,31,Haute-Garonne,76,Occitanie
31331,MAUREVILLE,31460,MAUREVILLE,,43.5296067212,1.71445599659,331,,Maureville,Maureville,31,Haute-Garonne,76,Occitanie
31332,MAUVAISIN,31190,MAUVAISIN,,43.3594273416,1.53862839097,332,,Mauvaisin,Mauvaisin,31,Haute-Garonne,76,Occitanie
31333,MAUVEZIN,31230,MAUVEZIN,,43.3839989782,0.920647647087,333,,Mauvezin,Mauvezin,31,Haute-Garonne,76,Occitanie
31334,MAUZAC,31410,MAUZAC,,43.3756100753,1.30283298461,334,,Mauzac,Mauzac,31,Haute-Garonne,76,Occitanie
31335,MAYREGNE,31110,MAYREGNE,,42.8481521233,0.540039042931,335,,Mayrègne,Mayrègne,31,Haute-Garonne,76,Occitanie
31336,MAZERES SUR SALAT,31260,MAZERES SUR SALAT,,43.1324112099,0.963599428998,336,,Mazères-sur-Salat,Mazères-sur-Salat,31,Haute-Garonne,76,Occitanie
31337,MELLES,31440,MELLES,,42.8670134351,0.808921574218,337,,Melles,Melles,31,Haute-Garonne,76,Occitanie
31338,MENVILLE,31530,MENVILLE,,43.6792240578,1.18745822863,338,,Menville,Menville,31,Haute-Garonne,76,Occitanie
31339,MERENVIELLE,31530,MERENVIELLE,,43.6206862872,1.1676078873,339,,Mérenvielle,Mérenvielle,31,Haute-Garonne,76,Occitanie
31340,MERVILLA,31320,MERVILLA,,43.506330557,1.47317310348,340,,Mervilla,Mervilla,31,Haute-Garonne,76,Occitanie
31341,MERVILLE,31330,MERVILLE,,43.722156746,1.29598401915,341,,Merville,Merville,31,Haute-Garonne,76,Occitanie
31342,MILHAS,31160,MILHAS,,42.9775941,0.827567903546,342,,Milhas,Milhas,31,Haute-Garonne,76,Occitanie
31343,MIRAMBEAU,31230,MIRAMBEAU,,43.4059897744,0.863062543914,343,,Mirambeau,Mirambeau,31,Haute-Garonne,76,Occitanie
31344,MIRAMONT DE COMMINGES,31800,MIRAMONT DE COMMINGES,,43.0914345294,0.755642928853,344,,Miramont-de-Comminges,Miramont-de-Comminges,31,Haute-Garonne,76,Occitanie
31345,MIREMONT,31190,MIREMONT,,43.3768947053,1.41723287336,345,,Miremont,Miremont,31,Haute-Garonne,76,Occitanie
31346,MIREPOIX SUR TARN,31340,MIREPOIX SUR TARN,,43.8243902958,1.5774699768,346,,Mirepoix-sur-Tarn,Mirepoix-sur-Tarn,31,Haute-Garonne,76,Occitanie
31347,MOLAS,31230,MOLAS,,43.4003607782,0.779212974903,347,,Molas,Molas,31,Haute-Garonne,76,Occitanie
31348,MONCAUP,31160,MONCAUP,,42.9729218811,0.701637765798,348,,Moncaup,Moncaup,31,Haute-Garonne,76,Occitanie
31349,MONDAVEZAN,31220,MONDAVEZAN,,43.2413424227,1.04245489237,349,,Mondavezan,Mondavezan,31,Haute-Garonne,76,Occitanie
31350,MONDILHAN,31350,MONDILHAN,,43.2903291141,0.707925774344,350,,Mondilhan,Mondilhan,31,Haute-Garonne,76,Occitanie
31351,MONDONVILLE,31700,MONDONVILLE,,43.6630816074,1.28127988411,351,,Mondonville,Mondonville,31,Haute-Garonne,76,Occitanie
31352,MONDOUZIL,31850,MONDOUZIL,,43.6315742429,1.56216413003,352,,Mondouzil,Mondouzil,31,Haute-Garonne,76,Occitanie
31353,MONES,31370,MONES,,43.4181669738,1.03320759,353,,Monès,Monès,31,Haute-Garonne,76,Occitanie
31354,MONESTROL,31560,MONESTROL,,43.3322404814,1.66273586519,354,,Monestrol,Monestrol,31,Haute-Garonne,76,Occitanie
31355,MONS,31280,MONS,,43.6112261836,1.57399371785,355,,Mons,Mons,31,Haute-Garonne,76,Occitanie
31356,MONTAIGUT SUR SAVE,31530,MONTAIGUT SUR SAVE,,43.6803943619,1.2345663902,356,,Montaigut-sur-Save,Montaigut-sur-Save,31,Haute-Garonne,76,Occitanie
31357,MONTASTRUC DE SALIES,31160,MONTASTRUC DE SALIES,,43.0375060146,0.901473462822,357,,Montastruc-de-Salies,Montastruc-de-Salies,31,Haute-Garonne,76,Occitanie
31358,MONTASTRUC LA CONSEILLERE,31380,MONTASTRUC LA CONSEILLERE,,43.7221234765,1.58906433836,358,,Montastruc-la-Conseillère,Montastruc-la-Conseillère,31,Haute-Garonne,76,Occitanie
31359,MONTASTRUC SAVES,31370,MONTASTRUC SAVES,,43.3616344154,1.01900079597,359,,Montastruc-Savès,Montastruc-Savès,31,Haute-Garonne,76,Occitanie
31360,MONTAUBAN DE LUCHON,31110,MONTAUBAN DE LUCHON,,42.7905243609,0.623354384016,360,,Montauban-de-Luchon,Montauban-de-Luchon,31,Haute-Garonne,76,Occitanie
31361,MONTAUT,31410,MONTAUT,,43.3455690999,1.31066640833,361,,Montaut,Montaut,31,Haute-Garonne,76,Occitanie
31362,MONTBERAUD,31220,MONTBERAUD,,43.1595238311,1.15513584785,362,,Montberaud,Montberaud,31,Haute-Garonne,76,Occitanie
31363,MONTBERNARD,31230,MONTBERNARD,,43.3042093093,0.767840933325,363,,Montbernard,Montbernard,31,Haute-Garonne,76,Occitanie
31364,MONTBERON,31140,MONTBERON,,43.7203107344,1.48894998415,364,,Montberon,Montberon,31,Haute-Garonne,76,Occitanie
31365,MONTBRUN BOCAGE,31310,MONTBRUN BOCAGE,,43.1195780479,1.24932023681,365,,Montbrun-Bocage,Montbrun-Bocage,31,Haute-Garonne,76,Occitanie
31366,MONTBRUN LAURAGAIS,31450,MONTBRUN LAURAGAIS,,43.4558727053,1.51983884361,366,,Montbrun-Lauragais,Montbrun-Lauragais,31,Haute-Garonne,76,Occitanie
31367,MONTCLAR DE COMMINGES,31220,MONTCLAR DE COMMINGES,,43.1709624845,1.02937210204,367,,Montclar-de-Comminges,Montclar-de-Comminges,31,Haute-Garonne,76,Occitanie
31368,MONTCLAR LAURAGAIS,31290,MONTCLAR LAURAGAIS,,43.362728431,1.71364639022,368,,Montclar-Lauragais,Montclar-Lauragais,31,Haute-Garonne,76,Occitanie
